Sito,Id_prodotto,Url,Nome,Tipo,Tipo_specifico,Brand,Social,Descrizione,Genere,Colore,Eccentrico,Prezzo,Immagine,Fattore_tecnico,Tecnico,Fattore_ambientale,ecologico,prediction_tecnico
sportler,10781524,https://www.sportler.com/it/p/nike-air-short-sleeve-running-top-t-shirt-running-donna-10781524?filterFarbe=White,Air Short-Sleeve Running Top - T-shirt running - donna,maglia,maglia,nike,si,"T-shirt running da donna Air Short-Sleeve Running Top di Nike in mesh leggero e traspirante, è il connubio di stile e funzionalità per la runner che non vuole passare inosservata.
in mesh leggero studiato per offrire il massimo della traspirabilità
ventilazione di design con trama traforata ""Nike Air""
la funzionalità incontra uno stile accattivante, fresco e sportivo
spalle dal taglio allungato per un maggiore comfort e libertà di movimento
girocollo protettivo
schiena con leggero scollo a V
il taglio più corto sul retro è studiato per abbinarsi perfettamente ai leggings running e permetterti di raggiungere comodamente il taschino posteriore dei pantaloni durante la corsa
tecnologia Dri-FIT per una sensazione di asciutto duraturo",donna,bianco,no,25.2,img_10781524.jpg,,no,,no,no
sportler,10783228,https://www.sportler.com/it/p/nike-rise-365-maglia-running-uomo-10783228?filterFarbe=White,Rise 365 - maglia running - uomo,maglia,maglia,nike,si,"Maglia running da uomo Rise 365 Short-Sleeve Running Top di Nike a rapida asciugatura e molto confortevole, perfetta per le performance maggiori, con grafica speciale in omaggio alla cultura podistica berlinese.
in tessuto Nike Breathe molto leggero e traspirante
tecnologia Dri-FIT per una sensazione di asciutto costante
pannello posteriore in tessuto elastico a 4 vie
inserto in mesh su spalle e maniche che offre una ventilazione superiore
girocollo
cuciture delle spalle avanzate per maggiore comfort
spacchetti laterali sul fondo per maggiore libertà di movimento
taglio più lungo sul retro protettivo
elementi riflettenti
grafiche frontale e posteriore esclusive
logo Nike Run sul petto
vestibilità Regular Fit",uomo,bianco,no,28.2,img_10783228.jpg,,si,,no,si
df sport specialist,98391289,https://www.df-sportspecialist.it/crazy-idea-cappello-visor-x074-butterfly-black/,cappello pacman visor,altro,cappellino,crazy idea,no,"Visiera leggera in rete traspirante,  studiata per la corsa,  completamente elasticizzata. Visiera con microfori altamente comprimibile. Loghi rifrangenti ed ascigatura rapida., Tessuto in rete traspirante, Visiera semirigida con microfori comprimibile, Asciugatura rapida,   UTILIZZO, Running, TIPOLOGIA, Cappelli, TIPOLOGIA, Abbigliamento, TIPOLOGIA, Abbigliamento trail running, CF S20125042X-00",unisex,multicolor,si,22.43,img_img98391289.jpg,,si,,no,si
sportler,10846115,https://www.sportler.com/it/p/rab-scree-gaiter-ghette-10846115?filterFarbe=Grey,Scree Gaiter - ghette,altro,vario,rab,no,"Scree Gaiter di Rab è una morbida ghetta elastica alla caviglia realizzata in tessuto Matrix DWS® altamente traspirante per l'utilizzo con le scarpe da avvicinamento o da corsa.
cordoncino elastico sottoscarpa regolabile
gancio di protezione
fascia elastica antiscivolo in silicone nella parte alta della caviglia
caviglia elasticizzata
logo Rab riflettente e stampa posteriore",uomo,grigio,no,34.95,img_10846115.jpg,,no,,no,no
nencini,370953,https://www.nencinisport.it/it/pro-touch-cusca-wms-half-zip-l-sl-370953.html,Pro Touch Cusca Wms Half Zip L/sl,maglia,maglia,pro touch,no,"Maglia running donna, con 1/2 zip.
Fori per i pollici.
Tecnologia DryPlusEco, assicura elevata traspirazione.
Tessuto a rapida asciugatura.
88% poliestere, 12% elastan.
CONTINUA A LEGGERE",donna,grigio,no,14.97,img_370953.jpg,,no,,no,no
sportler,10586720,https://www.sportler.com/it/p/on-running-shorts-pantaloncini-running-donna-10586720?filterFarbe=Black,Running Shorts - pantaloncini running - donna,pantaloni,pantaloni corti,on cloud,no,"Minimali e funzionali, i pantaloncini running donna Running Shorts di On, ti offrono completa libertà di movimento grazie al tessuto leggero, elasticizzato e ad asciugatura rapida.
tessuto tecnico bi-elastico
massima libertà di movimento
ultraleggero, protettivo, anti-strappo
ad asciugatura rapida",donna,nero,no,79.95,img_10586720.jpg,tessuto tecnico,si,,no,no
nencini,386604,https://www.nencinisport.it/it/under-armour-ua-qualifier-outrun-the-storm.html,Under Armour Ua Qualifier Outrun The Storm,maglia,giacca,under armour,si,"Attillato: Aderente alla pelle senza compressione
La tecnologia UA Storm respinge l'acqua senza compromettere la traspirabilità
La struttura resistente al vento protegge dagli elementi
Tessuto elasticizzato leggero e resistente
La struttura elasticizzata in 4 direzioni migliora la mobilità in ogni direzione
CONTINUA A LEGGERE",uomo,nero,no,84,img_386604.jpg,tecnologia UA Storm,si,,no,si
nencini,159957,https://www.nencinisport.it/it/nike-elite-running-cushion-crw.html,Nike Elite Running Cushion Crw,altro,calzini,nike,si,"Tessuto Dri-FIT per favorire la traspirazione e mantenere la pelle fresca e asciutta
Ammortizzazione mirata brevettata per ammorbidire gli impatti nei punti strategici
Arco plantare dinamico a design contenitivo per il massimo sostegno
Mesh leggero per una traspirabilità ottimale
Dettagli rifrangenti per una visibilità ottimale in condizioni di scarsa illuminazione
Ammortizzazione e protezione dalla pressione dell'allacciatura
Tasca sul tallone con cucitura a Y e cuciture piatte sulla punta per il massimo comfort
Tallone e punta rinforzati per conferire resistenza alle zone più soggette a usura
Linea anatomica differenziata per il piede sinistro e destro per una vestibilità sempre perfetta 
Tessuto: Dri-FIT 56% nylon/41% poliestere/3% spandex
Lavabile in lavatriceProdotto importato
Colore come da immagine
  RIDUCI",uomo,blu,no,8.95,img_159957.jpg,,si,,no,si
sportler,10829832,https://www.sportler.com/it/p/nike-renew-run-scarpe-jogging-donna-10829832?filterFarbe=Rose,Renew Run - scarpe jogging - donna,scarpe,scarpe,nike,si,"Le scarpe jogging da donna Renew Run di Nike offrono una piacevole sensazione di corsa leggera e ammortizzata. Create per le sessioni di running di ogni giorno, donano il massimo comfort assicurando il giusto livello di supporto e una trazione ideale chilometro dopo chilometro.
tomaia in leggero mesh traspirante e ventilato per il massimo benessere del piede
struttura elasticizzata per una calzata perfetta senza costrizioni
tomaia con rinforzi nei punti di maggior sollecitazione
controtallone per una maggiore stabilità del piede
intersuola a doppia densità per una piacevole ammortizzazione
soletta ammortizzata in schiuma Lunar
Swoosh Nike con profilo 3D in TPU per un look unico e al contempo un maggior contenimento del piede
suola in gomma dall'ottima trazione",donna,rosa,si,63.7,img_10829832.jpg,,no,,no,no
decathlon,8573995,https://www.decathlon.it/calze-running-comfort-id_8573995.html,calze running mid comfort,altro,calze,kiprun,no,"le nostre equipe hanno sviluppato queste calze per fare in modo che il piede sia protetto dalle vesciche durante le uscite di running.cerchi più comfort? grazie alla microfibra, queste calze di media lunghezza procurano un comfort ottimale durante le brevi uscite di running.i vantaggi
calzata confortevole
componente morbido al tatto, con cuciture piatte sulla punta.
traspirazione
grazie al suo tessuto che assorbe e trasferisce il sudore verso l'esterno.
sostegno
fascia elastica sul dorso del piede per una buona tenuta.informazioni tecniche
confezione da 2
questo modello viene proposto in confezione da 2 paia.
misure
disponibili misura 47/50 modello nero.",unisex,grigio,no,5.39,img_8573995.jpg,,no,,no,no
df sport specialist,98364537,https://www.df-sportspecialist.it/odlo-smanicata-uomo-active-f-dry--light-20429-energy-blue/,smanicata uomo active f dry light,maglia,giacca,odlo,no,"Goditi il massimo comfort con la canottiera a girocollo Active F-Dry Light SUW Top Singlet da uomo di Odlo. Questa canottiera è caratterizzata da un ottima gestione dellumidità grazie alla tecnologia ad azione tensiva-distensiva,  e da un tessuto che allontana l umidità dalla pelle spingendola verso l esterno e dona una sensazione di fresco comfort quando serve di più. Il trattamento Effect specialmente sviluppato da Odlo offre proprietà anti-odore permanenti che ti mantengono fresco per tutte le avventure sciistiche,  nelle sessioni di allenamento e in altre attività\. Se sei in cerca di protezione e comfort per tutte le stagioni,  la canottiera a girocollo Active F-Dry Light SUW di Odlo non ti deluderà., UTILIZZO, Trekking, UTILIZZO, Running, UTILIZZO, Alpinismo, TIPOLOGIA, Canotte, TIPOLOGIA, Abbigliamento, UTILIZZO, Trekking alpinismo, TIPOLOGIA, Intimo, CF 141032",uomo,azzurro,si,24.43,img_img98364537.jpg,,si,,no,si
decathlon,8556844,https://www.decathlon.it/scarpe-uomo-kiprun-long-2-nere-id_8556844.html,scarpe running uomo kiprun long 2,scarpe,running,kiprun,no,"abbiamo sviluppato queste scarpe da running da uomo per offrirti ammortizzamento e stabilità  negli allenamenti e nelle gare, fino alla maratona.grazie all'ammortizzamento e alla stabilità , le kiprun long 2 sono l'ideale in allenamento e in gara. potrai macinare chilometri e tagliare il traguardo in tutta serenità !i vantaggi
ammortizzamento
ammortizzamento per 1000 km grazie al k-ring al tallone, alla schiuma kalensole.
stabilità 
più stabilità  grazie al concetto arkstab.
leggerezza
330g il 43.
aderenza
più aderenza su suolo umido grazie alla struttura e alla geometria della suola.
rilancio
più slancio grazie al ritorno di energia della schiuma kalensole.
comfort di utilizzo
il concetto konly le rende adatte per falcate naturali,pronatrici e supinatrici.informazioni tecniche
drop 10mm
differenza di 10mm tra la parte anteriore e quella posteriore della suola.
l'importanza dell'ammortizzamento
per correre a lungo con massimo comfort e performance, abbiamo posto particolare attenzione alla suola, attraverso 2 concetti.
- k-ring: anello situato a livello del tallone, migliora l'ammortizzamento posteriore e permette la dispersione delle onde d'urto per proteggere efficacemente il corpo (articolazioni, schiena, ginocchiaã¢â‚¬â¦).
- kalensole: permette un miglioramento dell'ammortizzamento del 34%, un ritorno di energia +25% ed una durata di 1000km rispetto ad una schiuma tradizionale.
hai detto stabilitãƒâ‚¬?
delle scarpe stabili permettono di facilitare il movimento del piede e di ridurre gli sforzi per controllare il piede e la caviglia, per avere un appoggio più rilassato.
quindi abbiamo aumentato la superficie d'appoggio del piede, abbiamo aggiunto l'arkstab, un inserto in resina tpu al centro del piede e un rinforzo dietro al tallone.
















vedi altri",uomo,blu,no,70.39,img_8556844.jpg,allenamenti-gare,si,,no,si
df sport specialist,98273790,https://www.df-sportspecialist.it/sport-specialist-manicotto-spring-lycra-nero/,manicotto spring lycra,altro,vario,sport specialist,no,"Manicotto unisex leggero,  elasticizzato e comodo., UTILIZZO, Running, UTILIZZO, Ciclismo, TIPOLOGIA, Manicotti, TIPOLOGIA, Abbigliamento, SPORT, Running, SPORT, Ciclismo, TIPOLOGIA, Guanti e manicotti, TIPOLOGIA, Manicotti e gambali, CF PK-814-296-PE15",unisex,nero,no,14.9,img_img98273790.jpg,,no,,no,no
df sport specialist,98385606,https://www.df-sportspecialist.it/adidas-t-shirt-run-it-m/,t-shirt uomo run it pb 3 stripes,maglia,maglia,adidas,si,"Sii fiducioso quando insegui un nuovo record o stai gettando le basi per correre più velocemente. Questa t-shirt adidas gestisce lumidità\ per ridurre le distrazioni. Gli inserti in mesh ti aiutano a rimanere fresco,  comodo e motivato. La grafica ha un look artistico e sfumato., Maglietta da corsa manica corta, Vestibilità\ regolare, Girocollo, Assorbimento umidità\ AEROREADY, Inserti in mesh, Poliestere riciclato al 100%, Il materiale Primegreen è interamente realizzato in plastica riciclata, UTILIZZO, Running, TIPOLOGIA, Abbigliamento, TIPOLOGIA, T-shirt, CF FR8377",uomo,azzurro,si,20.97,img_img98385606.jpg,,si,riciclata,si,si
nencini,381492,https://www.nencinisport.it/it/pro-touch-ini-t-shirt.html,Pro Touch Ini T-shirt,maglia,maglia,pro touch,no,"T-shirt running da donna, girocollo.
Dettagli riflettenti.
Tessuto semi trasparente.
Tecnologia DryPlusEco, assicura elevata traspirazione.
Tessuto a rapida asciugatura.
100% poliestere.
RIDUCI",donna,nero,no,13.96,img_381492.jpg,,no,,no,no
sportler,10027431,https://www.sportler.com/it/p/bootdoc-stability-7-low-soletta-10027431?filterFarbe=Black%2FGreen,Stability 7 Low - soletta,altro,solette,bootdoc,no,"Regala calore e comfort ai tuoi piedi durante l'attività sportiva! La soletta Stability 7 Low è stata disegnata dalla Bootdoc per sciatori, snowboarder, escursionisti, scialpinisti ma anche per le attività di tutti i giorni. Appartiene alla linea BD 3 Archi che permette una scelta personalizzata della soletta secondo forma e altezza dell'arco plantare (che si suddivide in low, mid e high).
dotata di costruzione Semi Shell che garantisce stabilità al tallone e sostegno sull'arco plantare
superficie in microfibra jersey con funzione AOF antiodore
misure in cm (Mondopoint)
Suggerimento per l'acquisto: le misure sono Mondopoint (cm): si consiglia di misurare la lunghezza del piede aggiungendo 1 cm; così dovrebbe risultare la misura giusta di una scarpa per escursioni, trekking o da corsa.",uomo,nero,no,44.95,img_10027431.jpg,,no,,no,no
nencini,367588,https://www.nencinisport.it/it/nike-wmns-top-ss-swsh-run-367588.html,Nike Wmns Top Ss Swsh Run,maglia,maglia,nike,si,"Perfetto per correre nelle giornate calde, il top Nike è un capo indispensabile per tutti i giorni che si abbina facilmente ad altri capi.
Realizzato con tecnologia traspirante, mantiene la pelle asciutta durante la corsa.
Tessuto ad asciugatura rapida
Il tessuto jersey con tecnologia Dri-FIT assicura pelle asciutta, comfort e massima concentrazione.
Ampia copertura
Bordo curvo per una maggiore copertura dove serve di più durante la corsa.
Altri vantaggi
Questo top fa parte della collezione Swoosh Run e sfoggia uno stile streetwear rimanendo fedele al look da runner.
Dettagli prodotto
Standard fit per un comfort rilassato
Logo Swoosh con design rifrangente sulla parte posteriore del collo
100% poliestere
Lavabile in lavatrice
  RIDUCI",donna,nero,no,28,img_367588.jpg,,no,,no,no
sportler,10511391,https://www.sportler.com/it/p/new-balance-fresh-foam-1080-roma-w-scarpe-running-neutre-donna-10511391?filterFarbe=White%2FGrey,Fresh Foam 1080 Roma W - scarpe running neutre - donna,scarpe,scarpe,new balance,si,"Ed ecco il modello tanto atteso realizzato da New Balance per la Maratona di Roma 2017! Sponsor tecnico della Maratona dal 2014, NB propone le scarpe running neutre donna Fresh Foam 1080, naturalmente in edizione limitata, non lasciartela sfuggire! Il percorso di 42 km, dell'evento sportivo più partecipato d'Italia, si snoda all'interno delle mura della città e non può che regalare tante emozioni.
intersuola Fresh Foam per una corsa morbida e un'ottima ammortizzazione
spazio in punta che garantisce mobilità naturale e massima comodità per le dita
tomaia in materiale sintetico/mesh
struttura con rivestimento esterno nella zona mediale che avvolge perfettamente il piede
collarino in schiuma che mantiene stabile e sicura la caviglia
inserti laterali di rinforzo
suola con intagli flessibili per libertà di movimento naturale
suola in gomma soffiata
differenziale di 8 mm
Limited Edition",donna,bianco,no,80,img_10511391.jpg,,no,,no,no
sportler,10683979,https://www.sportler.com/it/p/uyn-superleggera-run-calzini-corti-running-uomo-10683979?filterFarbe=Black,Superleggera Run - calzini corti running - uomo,altro,calzini,uyn,no,"Calzini running da uomo Superleggera Run di Uyn per le sessioni di running dove la leggerezza e la traspirazione sono tutto, sostenitivi e efficaci contro gli urti, prevengono la formazione di odori e offrono ai muscoli sempre la corretta ossigenazione.
in Texlyte Nano con pH-neutro e traspirante
tessuto elastico che si adatta al piede
tecnologia zerodor che previene la formazione di odori
tecnologia Preshock Shield che assorbe gli urti e protegge il tendine d'Achille
Target-compression Bandage per una compressione asimmetrica ergonomica e mirata
Ergologic Footbed per una struttura personalizzata e anatomica
Proxygen Principle ossigena i muscoli e traspira
tecnologia Cool-Air-Flow traspirante per piedi sempre asciutti
compressione intelligente che ossigena i muscoli Compress-IQ
struttura protettiva anti-attrito Feather-Run zone
vestibilità aderente",uomo,bianco,no,16.9,img_10683979.jpg,,si,,no,si
sportler,10905311,https://www.sportler.com/it/p/brooks-ghost-12-scarpe-running-neutre-donna-10905311?filterFarbe=Blue,Ghost 12 - scarpe running neutre - donna,scarpe,scarpe,brooks,si,"Scarpe running neutre da donna Ghost 12 di Brooks concepite per regalarti una sensazione di corsa leggera e fluida. Il modello più popolare tra le scarpe Brooks si perfeziona ulteriormente, per una calzata ancora più avvolgentie e supportiva grazie alla stampa effetto 3D sulla tomaia.
tomaia in mesh traspirante e leggera
stampa effeto 3D avvolgente e sostenitiva che abbracciano l'intera struttura della scarpa
Crash Pad segmentato che ammortizza ogni passo per transizioni delicate tallone-punta
ammortizzazione bilanciata BioMoGo DNA e DNA LOFT che forniscono insieme la perfetta morbidezza
sotto i piedi senza perdere reattività e durevolezza
Crash pad DNA LOFT sul tallone per impatti morbidi
sistema di ammortizzatori integrati per atterraggi morbidi
scanalature suola Omega che ottimizzano la flessibilità dell'avampiede",donna,blu,no,98,img_10905311.jpg,,si,,no,si
sportler,10829831,https://www.sportler.com/it/p/nike-joyride-dual-run-scarpe-running-neutre-donna-10829831?filterFarbe=Violet%2FBlack,Joyride Dual Run - scarpe running neutre - donna,scarpe,scarpe,nike,si,"Scarpe running neutre da donna Joyride Dual Run di Nike per una sensazione totalmente nuova, leggere e ammortizzate, con tradizionale imbottitura nell'avampiede e schiuma per favorire transizioni fluide.
tomaia in mesh altamente traspirante e confortevole
schiuma nella zona del tallone e del mesopiede per una sensazione di stabilità
ammortizzazione leggera e resistente sull'avampiede per transizioni fluide
zone ad alta resistenza
suola in gomma dalla trazione efficace",donna,viola,si,78.6,img_10829831.jpg,,no,,no,no
sportler,10829011,https://www.sportler.com/it/p/under-armour-qualifier-camo-maglia-running-con-zip-uomo-10829011?filterFarbe=White,Qualifier Camo - maglia running con zip - uomo,maglia,maglia,under armour,si,"Maglia running con zip da uomo Qualifier Camo di Under Armour è leggera e confortevole. Il tessuto elasticizzato si asciuga rapidamente, per una piacevole sensazione sulla pelle chilometro dopo chilometro. La zip frontale a 1/4 di lunghezza offre maggiore ventilazione al bisogno, mentre il taglio lungo e le maniche con passapollici assicurano un fit e una copertura impeccabili anche in movimento.
morbido tessuto molto confortevole a rapida asciugatura e leggero
costruzione 4-way stretch altamente elasticizzata per la massima libertà di movimento
pannello su petto e spalle con motivo mimetico
zip 1/4 per una maggiore ventilazione al bisogno
collo alto protettivo
polsini con passapollici per un fit impeccabile anche in movimento
orlo lungo leggermente arrotondato a protezione
dettagli riflettenti per una maggiore visibilità anche in caso di scarsa illuminazione
cuciture antisfregamento
taglio aderente senza costringere
vestibilità Fitted",uomo,bianco,no,75,img_10829011.jpg,,si,,no,si
sportler,10761266,https://www.sportler.com/it/p/buff-coolnet-uv-fascia-paraorecchie-10761266?filterFarbe=Black,CoolNet UV+ - fascia paraorecchie,altro,fascia,buff,no,"Fascia paraorecchie CoolNet UV+ Headband di Buff colorata e confortevole, versatile e traspirante, perfetta per le attività outdoor di tutto l'anno.
in materiale traspirante e leggermente elastico
protezione solare UPF50+
tessuto elastico a 4 direzioni
costruzione priva di cuciture
finitura Polygiene® anti-batterica che neutralizza gli odori
dimensioni 9,2 x 23,3 cm
vestibilità Regular Fit",uomo,nero,no,16.95,img_10761266.jpg,,no,,no,no
sportler,10840926,https://www.sportler.com/it/p/under-armour-fly-by-2.0-pantaloni-corti-running-donna-10840926?filterFarbe=Black,Fly-By 2.0 - pantaloni corti running - donna,pantaloni,pantaloni corti,under armour,si,"Pantaloni corti running da donna Fly-By 2.0 Shorts di Under Armour semplici e minimali, in tessuto molto leggero e traspirante, ideali per le giornate estive più calde, asciugano rapidamente e offrono la massima libertà di movimento.
tessuto woven leggerissimo e a rapida asciugatura
pannelli in mesh altamente traspiranti
vita elastica confortevole
lunghezza gamba 3,5""
elementi riflettenti
vestibilità Loose Fit",donna,blu,no,28,img_10840926.jpg,,no,,no,no
nencini,382323,https://www.nencinisport.it/it/asics-seamless-ls-382323.html,Asics Seamless Ls,maglia,maglia,asics,si,"Questa leggera maglia da corsa maschile in morbido tessuto non ha cuciture per evitare qualsiasi irritazione. È l'ideale per gli atleti che amano percorrere lunghe distanze. Il materiale traspirante elimina l'umidità, per non rinunciare mai al comfort durante i tuoi allenamenti.

Il tessuto a maglia garantisce freschezza e ventilazione. Inoltre, le flessibili maniche lunghe a raglan garantiscono la massima libertà di movimenti. Non manca il logo ASICS reflective.

Nessuna irritazione grazie all'assenza di cuciture
Muoviti liberamente grazie alle maniche a raglan
Resta sempre asciutto grazie alla tecnologia avanzata di gestione dell'umidità
RIDUCI",uomo,nero,no,25,img_382323.jpg,,si,,no,si
decathlon,8569186,https://www.decathlon.it/scarpe-run-support-control-id_8569186.html,scarpe running donna run support control,scarpe,running,kalenji,no,"le nostre equipe hanno sviluppato queste scarpe per garantire ammortizzamento e sostegno durante la pratica in strada o su tapis roulant (3 volte/settimana,1h).sportive che cercate ammortizzamento e più sostegno sull'avampiede, scegliete le scarpe run support control!i vantaggi
ammortizzamento
ammortizzamento fino a 1000km (schiuma kalensole) e assorbimento degli urti(cs).
comfort di utilizzo
per tutte le falcate grazie alla schiuma più densa sotto al 1C°° metatarso.
sostegno
l'allacciatura e i rinforzi sul davanti della tomaia ottimizzano il sostegno.informazioni tecniche
perchãƒâ€° le scarpe run support control sono ideate per il running?
quando si corre, l'onda d'urto generata da ciascun impatto a terra corrisponde a circa 3 volte il proprio peso. quest'onda si propaga dal tallone fino in cima alla colonna vertebrale. le articolazioni fungono da ammortizzatore, ma vengono messe a dura prova. per proteggerti dagli urti e dagli impatti abbiamo ideato le scarpe da running run support control decathlon.
da cosa ãƒë† assicurato l'ammortizzamento delle scarpe da running run support control?
l'ammortizzamento delle scarpe da running run support control decathlon è assicurato dalla suola composta da una schiuma esclusiva, morbidissima, in eva (etilene vinil acetato) che abbiamo battezzato kalensole, e dal concetto C°«circular systemC°»: un foro per l'aria nella schiuma a livello del tallone che permette una dispersione più efficace ed omogenea dell'onda d'urto su questo punto del piede.
perchãƒâ€° ãƒë† importante avere un buon sostegno?
quando si corre, il piede deve essere sostenuto per diversi motivi: evitare gli sfregamenti, le irritazioni e le vesciche.


vedi altri",donna,corallo,si,35.39,img_8569186.jpg,regolare: 3 volte,no,,no,no
df sport specialist,98339847,https://www.df-sportspecialist.it/odlo-boxer-uomo-cubic-2-pezzi/,boxer uomo cubic 2 pezzi,altro,boxer,odlo,no,"La confezione doppia di questi boxer tecnici Cubic,  caratterizzati dallesclusiva tecnologia di lavorazione 3-D di Odlo,  offre una doppia dose di regolazione del microclima per tutte le stagioni. La tecnologia Cubic utilizza un esclusivo modello di lavorazione 3-D che regola la temperatura corporea aumentando la superficie esterna del tessuto e riducendo la superficie a contatto con la pelle. Questo fa aumentare rapidamente levaporazione dellumidità\ ed evita che il tessuto aderisca alla pelle una soluzione ideale in presenza di traspirazione. La lavorazione 3-D trattiene inoltre laria nella struttura cubic del tessuto e aiuta a mantenere un microclima personale equilibrato in condizioni di temperatura variabili. La tecnologia Effect by Odlo invece integra gli ioni antibatterici dellargento nel tessuto al fine di eliminare gli odori causati dalla traspirazione. Grazie a uneccellente combinazione di leggera elasticità\,  unottima vestibilità\ e una regolazione di temperatura davanguardia,  i boxer SUW Bottom Boxer ACTIVE Cubic LIGHT 2 Pack sono una scelta perfetta per qualsiasi requisito in qualsiasi stagione., UTILIZZO, Trekking, UTILIZZO, Running, UTILIZZO, Fitness, TIPOLOGIA, Boxer e slip, TIPOLOGIA, Abbigliamento, SPORT, Trekking, SPORT, Alpinismo, SPORT, Running, SPORT, Intimo sportivo, SPORT, Camminare, TIPOLOGIA, Intimo, UTILIZZO, Trekking alpinismo, CF 192232",uomo,nero,no,39.9,img_img98339847.jpg,,si,,no,si
df sport specialist,98369353,https://www.df-sportspecialist.it/x-bionic-boxer-uomo-invent-light-in-y000s19m/,boxer uomo invent light,altro,boxer,x-bionic,no,", I nuovi BOXER DA UOMO X-BIONICINVENT4.0 sono la tua assicurazione di benessere per ogni sport. Questo intimo funzionale per uomo è estremamente adattabile e gentile con la pelle. E la gestione dellumidità\ di questo indumento intimo supporta in modo ottimale le tue prestazioni., Il comfort è aumentato e il clima della pelle è ottimizzato da numerose tecnologie intelligenti,  in particolare lampio sistema 3D Bionic Sphere sulla parte inferiore delladdome e dei glutei,  che garantisce il raffreddamento senza il rischio di un raffreddamento eccessivo. Si raffredda quando si suda e si riscalda quando si ha freddo,  in modo da avere maggiore efficienza in ogni situazione., I condotti verticali supportano unefficace gestione del clima questo è particolarmente importante quando si è intensamente coinvolti negli sport e si deve scambiare aria con strati sovrastanti. I nuovi BOXER LEGGERO X-BIONICINVENT4.0 sono progettati per raggiungere questo obiettivo,  anche durante attività\ estremamente faticose.,   Una presa sicura è fornita dallIdeo-Waistband,  un cinturino ergonomicamente ottimizzato su misura con una linea più alta sul retro., UTILIZZO, Trekking, UTILIZZO, Running, TIPOLOGIA, Boxer e slip, TIPOLOGIA, Intimo, UTILIZZO, Trekking alpinismo, CF IN-Y000S19M",uomo,nero,no,20.3,img_img98369353.jpg,,si,,no,si
sportler,10827230,https://www.sportler.com/it/p/getfit-men-200-gr-pantaloni-lunghi-running-uomo-10827230?filterFarbe=Black,Men 200 gr - pantaloni lunghi running - uomo,pantaloni,pantaloni lunghi,get fit,no,"I pantaloni lunghi running da donna Men 200 gr di Get Fit offrono il massimo del comfort sulla pelle durante le tue sessioni di running. Il taglio lineare e pulito ed il tessuto altamente traspirante li rende perfetti anche per gli allenamenti più intensi. Le zip a fondo gamba permettono di indossarli con maggiore comodità e di ottenere un fit impeccabile che asseconda ogni tuo movimento.
tessuto elasticizzato per la massima libertà di movimento
leggeri e altamente traspiranti
vita elastica con coulisse regolabile con cordino interno
cuciture piatte antisfregamento
tassello nel cavallo per maggire comodità
pratico taschino sul retro con zip
logo Get Fit riflettente
dettagli riflettenti per una maggior evisibilità anche in caso di scarsa illuminazione
zip a fondo gamba
vestibilità Tight Fit",uomo,nero,no,39.95,img_10827230.jpg,,si,,no,si
df sport specialist,98370069,https://www.df-sportspecialist.it/craft-calzamaglia-donna-warm-intensity-1907930/,calzamaglia donna warm intensity,pantaloni,pantaloni lunghi,craft,no,"Calzamaglia Warm Intensity sono baselayer morbidi e funzionali progettati per attività intense in condizioni di freddo. Una costruzione in maglia 3D con fibre cave e zone climatiche bodymapped mantengono il corpo caldo dove serve di più. Il design contemporaneo si armonizza con la sensazione attiva del capo e la natura dinamica. Unottima scelta per lo sci alpino e attività\ simili. Vestibilità\ attillata ed ergonomica.,  Fibre cave per un migliore isolamento,  Zone climatiche aderenti al corpo,  Maglia 3D,  vestibilità ergonomica, UTILIZZO, Trekking, UTILIZZO, Sci, UTILIZZO, Running, UTILIZZO, Alpinismo, TIPOLOGIA, Calzamaglie e completi, TIPOLOGIA, Fuseaux lunghi, INTIMO, Calzamaglie e completi, UTILIZZO, Trekking alpinismo, UTILIZZO, Sci, TIPOLOGIA, Intimo, CF 1907930",donna,nero,no,39.99,img_img98370069.jpg,attività intense,si,,no,si
